,Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
876,RUSSELVILLE GAS BOARD,17750,Municipal Owned,AL,6390,0,0,0,0,0,1893,1184,2330,453,491,39
877,"SABINAL, CITY OF",18004,Municipal Owned,TX,257,0,0,0,0,257,0,0,0,0,0,0
878,SABULA MUNICIPAL GAS,18016,Municipal Owned,IA,337,0,0,0,0,284,21,17,11,0,4,0
879,SAC CITY MUNICIPAL GAS UTIL,18020,Municipal Owned,IA,1172,0,0,0,0,605,313,126,103,22,3,0
880,SACO MUNICIPAL GAS SERVICE,18024,Municipal Owned,MT,160,0,0,0,0,0,0,0,57,82,19,2
881,"SAFFORD UTILITIES DIV, CITY OF",18028,Municipal Owned,AZ,3914,2216,0,0,0,0,3,185,221,1045,196,48
882,ST AMANT GAS CO INC,18032,Privately Owned,LA,1434,0,0,0,0,0,0,0,0,0,1425,9
883,ST CROIX VALLEY NATURAL GAS CO INC,18048,Privately Owned,WI,8548,0,0,0,0,1045,1213,1377,1503,1837,1404,169
884,"ST FRANCISVILLE, TOWN OF",18052,Municipal Owned,LA,868,5,0,0,0,540,123,20,17,53,103,7
885,ST JAMES PARISH UTILITIES,18056,Municipal Owned,LA,3332,0,0,0,0,1965,8,97,810,53,348,51
886,"ST JOSEPH GAS DEPT, TOWN OF",18068,Municipal Owned,LA,544,0,0,0,0,0,0,0,0,0,542,2
887,ST LAWRENCE GAS CO INC,18084,Privately Owned,NY,16482,0,0,0,0,5342,2404,2020,3683,1594,1380,59
888,"SALEM, CITY OF",18088,Municipal Owned,IL,3226,0,0,0,54,170,0,665,300,825,1133,79
889,CPS ENERGY,18104,Municipal Owned,TX,390492,46415,437,3809,17328,35838,48189,46921,52381,50865,73433,14876
890,SANBORN MUNICIPAL GAS DISTRICT,18108,Municipal Owned,IA,630,67,0,0,453,24,20,0,0,8,52,6
891,SAN DIEGO GAS & ELECTRIC CO,18112,Investor Owned,CA,691677,0,11964,17905,99166,89648,124905,125418,84143,80577,54883,3068
892,SAN JUAN GAS ACQUISITION CORPORATION,18116,Privately Owned,PR,484,0,0,0,0,0,0,0,0,0,484,0
893,SAVANNAH PUBLIC UTILITY DEPT,18124,Municipal Owned,TN,7211,0,0,0,820,650,803,707,2530,1166,491,44
894,"SAWYER GAS DEPT, CITY OF",18132,Municipal Owned,KS,132,0,0,0,0,126,0,0,0,1,4,1
895,"SCOTT MUNICIPAL SYSTEM, TOWN OF",18136,Municipal Owned,LA,657,0,0,0,0,0,150,492,8,7,0,0
896,SCOTTSBORO WATER SEWER & GAS BOARD,18140,Municipal Owned,AL,4712,0,0,0,0,1000,237,956,1557,618,319,25
897,SCOTTSVILLE GAS CO,18144,Municipal Owned,KY,1510,1497,0,0,0,0,0,0,0,3,5,5
898,"SEALY GAS DEPT, CITY OF",18160,Municipal Owned,TX,1592,0,0,56,89,45,358,448,134,257,146,59
899,SEILING PUBLIC WORKS AUTH,18172,Municipal Owned,OK,545,0,0,0,0,499,0,0,10,7,28,1
900,SELMER NATURAL GAS SYSTEM,18176,Municipal Owned,TN,2071,576,0,0,0,110,102,359,578,157,178,11
901,SENATOBIA MUNICIPAL GAS SYSTEM,18178,Municipal Owned,MS,1915,0,0,0,0,0,0,1073,466,232,101,43
902,SEVIER COUNTY UTIL DIST,18192,Municipal Owned,TN,15884,0,0,0,0,560,257,933,5308,5279,3097,450
903,SHANNON MUNICIPLE GAS SYSTEM,18224,Municipal Owned,MS,745,0,0,0,240,10,100,200,166,20,9,0
904,"SHARON GAS DEPT, CITY OF",18228,Municipal Owned,KS,134,0,0,0,0,0,0,134,0,0,0,0
905,SHAWNEETOWN MUNICIPAL GAS SYSTEM,18248,Municipal Owned,IL,524,0,0,0,0,0,0,0,0,512,12,0
906,SHEEHAN GAS CO INC,18249,Privately Owned,MN,1228,0,0,0,0,200,250,76,521,92,83,6
907,SHEFFIELD GAS DEPARTMENT,18252,Municipal Owned,AL,4707,0,0,0,0,0,2,1615,2098,906,86,0
908,"SHELBINA GAS DEPT, CITY OF",18256,Municipal Owned,MO,878,0,0,0,0,754,0,43,65,0,16,0
909,SHELBY GAS ASSOCIATION,18260,Cooperative,MT,1572,1212,0,0,0,0,81,0,0,142,129,8
910,"SHELBY GAS DEPT, CITY OF",18264,Municipal Owned,NC,10661,0,0,0,1404,956,291,1271,4544,1777,393,25
911,SHELDON GAS CO,18272,Privately Owned,OH,1406,250,0,0,0,96,200,399,200,195,52,14
912,"SHELLMAN GAS DEPT, TOWN OF",18288,Municipal Owned,GA,213,0,0,0,0,165,8,13,11,13,3,0
913,SICILY ISLAND GAS CO,18304,Municipal Owned,LA,415,238,0,0,0,0,0,177,0,0,0,0
914,NV Energy,18308,Investor Owned,NV,133274,4069,0,1,791,12102,20447,16894,30586,31590,14728,2066
915,NV Energy,18308,Investor Owned,NV,388,0,0,0,0,0,0,195,120,72,1,0
916,"SIMMESPORT NATURAL GAS SYSTEM, TOWN OF",18328,Municipal Owned,LA,604,0,0,236,197,0,0,169,0,0,1,1
917,"SIMS MUNICIPAL GAS SYSTEM, VILLAGE OF",18332,Municipal Owned,IL,189,0,0,0,0,169,0,2,13,0,3,2
918,SIOUX CENTER MUNICIPAL GAS UTILITY,18336,Municipal Owned,IA,2465,0,0,0,546,394,248,224,314,369,330,40
919,"SLAUGHTER MUNICIPAL GAS SYSTEM, TOWN OF",18352,Municipal Owned,LA,510,0,0,103,10,269,27,41,6,13,36,5
920,SLICK PUBLIC WORKS AUTH,18360,Municipal Owned,OK,53,53,0,0,0,0,0,0,0,0,0,0
921,"SMYRNA NATURAL GAS SYSTEM, TOWN OF",18368,Municipal Owned,TN,11326,6053,0,0,0,0,0,0,643,2645,1679,306
922,SWICKARD GAS CO,18369,Privately Owned,OH,410,194,0,0,0,31,24,20,64,35,40,2
923,"SOCIAL CIRCLE GAS DEPT, CITY OF",18376,Municipal Owned,GA,1390,1085,0,0,0,0,0,0,0,143,112,50
924,SOCORRO NATURAL GAS CO,18380,Municipal Owned,NM,3323,1942,0,0,0,0,0,0,767,530,84,0
925,SOMERSET GAS SERVICE,18388,Municipal Owned,KY,4856,4687,0,0,0,0,0,0,0,0,144,25
926,SOMERVILLE LIGHT GAS & WATER,18392,Municipal Owned,TN,7875,0,0,0,550,74,2,269,1911,3361,1450,258
927,Rock Energy Cooperative,18400,Cooperative,IL,8365,0,0,1,39,188,663,1082,2646,2645,1049,52
928,"DOMINION ENERGY SOUTH CAROLINA, INC.",18408,Investor Owned,SC,436796,16351,0,0,3461,48137,46582,54770,63318,76594,114259,13324
929,SOUTH COAST GAS CO INC,18416,Investor Owned,LA,25989,0,0,4104,4105,4378,3848,2172,3232,1928,1988,234
930,"SOUTH FULTON GAS DEPT, CITY OF",18432,Municipal Owned,TN,1109,0,0,0,0,0,0,943,138,9,18,1
931,SOUTH JERSEY GAS CO,18440,Investor Owned,NJ,350734,0,5744,1654,5946,13155,19290,45895,54341,67117,125093,12499
932,SOUTHEAST GAS,18456,Municipal Owned,AL,49526,0,0,0,22861,10472,4866,0,3633,4611,3083,0
933,SOUTHEAST INDIANA NATURAL GAS CO,18464,Privately Owned,IN,2601,0,0,0,0,372,502,321,831,320,226,29
934,SEMCO ENERGY GAS COMPANY,18472,Investor Owned,MI,298115,1567,230,129,2302,20451,31104,45269,75748,61505,54858,4952
935,SOUTHERN CALIFORNIA EDISON CO,18480,Investor Owned,CA,990,0,0,0,0,874,59,7,0,28,22,0
936,SOUTHERN CALIFORNIA GAS CO,18484,Investor Owned,CA,4523399,0,53904,119987,587863,580351,680977,1053744,522235,592313,302514,29511
937,SOUTHERN CONNECTICUT GAS CO,18496,Investor Owned,CT,149179,0,20101,0,0,8549,13571,24078,20242,27665,31713,3260
938,SOUTHERN INDIANA GAS & ELECTRIC CO,18508,Investor Owned,IN,117119,67925,84,17,693,1970,1747,2241,4127,13117,23640,1558
939,"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",18532,Investor Owned,TX,687532,0,4418,5514,28837,43614,84396,122709,120259,136392,129479,11914
940,SOUTHWEST GAS CORP,18536,Investor Owned,AZ,1116451,4958,508,6976,59203,21115,13574,142865,249665,371194,234535,11858
941,SOUTHWEST GAS CORP,18536,Privately Owned,CA,180818,7432,0,0,52,481,8416,35349,37159,67558,23139,1232
942,SOUTHWEST GAS CORP,18536,Investor Owned,NV,681062,851,0,0,296,1685,27376,64202,210367,257248,115840,3197
943,CITY OF ALPINE GAS DEPT,18544,Municipal Owned,TX,2196,1525,0,0,0,0,0,0,208,252,174,37
944,SOUTHWESTERN VIRGINIA GAS CO,18560,Privately Owned,VA,4767,0,0,0,0,204,653,1010,1571,738,543,48
945,"SPARTA NATURAL GAS SYSTEM, CITY OF",18564,Municipal Owned,GA,557,556,0,0,0,0,0,0,0,0,1,0
946,"SPEARVILLE GAS SYSTEM, CITY OF",18572,Municipal Owned,KS,395,0,0,0,0,280,42,29,13,15,14,2
947,SPERRY UTILITY SERVICES AUTH,18578,Municipal Owned,OK,460,374,0,0,0,0,0,21,38,20,5,2
948,"SPRINGFIELD, CITY UTILITIES OF",18584,Municipal Owned,MO,78714,0,13,29,2860,7428,11618,13259,18189,13893,10162,1263
949,SPRINGFIELD GAS SYSTEM,18591,Municipal Owned,TN,8932,2946,0,0,0,0,0,1365,2004,1401,1068,148
950,"SPUR, CITY OF",18594,Municipal Owned,TX,325,325,0,0,0,0,0,0,0,0,0,0
951,"STANBERRY GAS DEPT, CITY OF",18596,Municipal Owned,MO,669,0,0,0,0,500,0,50,50,27,36,6
952,STANDARD GAS CO,18600,Privately Owned,WV,431,0,149,21,43,10,46,36,82,44,0,0
953,"STARKE NATURAL GAS DEPT, CITY OF",18620,Municipal Owned,FL,1218,240,0,0,0,456,263,136,62,30,22,9
954,STARR COUNTY GAS SYSTEM,18626,Municipal Owned,TX,2267,0,0,0,0,0,1726,306,157,71,7,0
955,"STATESBORO GAS DEPT, CITY OF",18628,Municipal Owned,GA,3131,0,0,0,990,1036,135,250,95,294,302,29
956,"STEPHEN, CITY OF",18636,Municipal Owned,MN,333,0,0,0,0,189,55,36,20,13,20,0
957,STEVENSON UTILITIES BOARD,18644,Municipal Owned,AL,306,306,0,0,0,0,0,0,0,0,0,0
958,"STINNETT GAS DEPT, CITY OF",18648,Municipal Owned,TX,1203,956,0,0,0,0,0,52,32,142,15,6
959,PURE UTILITIES LC,18649,Privately Owned,TX,558,0,0,0,0,0,0,232,170,67,79,10
960,STOCKDALE NATURAL GAS SYSTEM,18652,Municipal Owned,TX,573,0,0,0,0,376,96,34,40,8,18,1
961,"STONINGTON, VILLAGE OF",18656,Municipal Owned,IL,486,0,0,0,452,0,0,5,14,5,10,0
962,STROMSBURG GAS DEPARTMENT,18664,Municipal Owned,NE,520,0,0,0,1,0,330,27,57,45,57,3
963,STURGIS NATURAL GAS SYSTEM,18676,Municipal Owned,KY,1137,1012,0,0,0,0,20,10,38,39,18,0
964,SUBURBAN NATURAL GAS COMPANY,18680,Privately Owned,OH,16075,0,331,0,525,1069,82,320,2834,6907,3629,378
965,SUBURBAN PROPANE,18684,Privately Owned,CA,1279,1279,0,0,0,0,0,0,0,0,0,0
966,SUBURBAN PROPANE,18684,Privately Owned,TX,276,0,0,0,0,0,0,0,0,276,0,0
967,"SUGAR HILL NATURAL GAS SYSTEM, CITY OF",18696,Municipal Owned,GA,11868,0,0,0,0,0,0,0,5394,4397,1907,170
968,"SULLIVAN GAS DEPT, CITY OF",18704,Municipal Owned,IL,2511,0,0,0,2202,112,35,52,41,17,50,2
969,SUMITON GAS BOARD,18708,Municipal Owned,AL,1522,0,0,0,0,470,0,917,57,27,45,6
970,"SUMMERVILLE GAS SYSTEM, CITY OF",18712,Municipal Owned,GA,6341,4174,0,0,1511,0,0,0,0,401,229,26
971,"SUNDOWN GAS SYSTEMS, CITY OF",18728,Municipal Owned,TX,747,57,0,0,0,0,0,669,0,7,14,0
972,SUNRAY UTILITIES SYSTEM,18736,Municipal Owned,TX,723,704,0,0,0,0,0,0,10,5,4,0
973,"SUNRISE, CITY OF",18738,Municipal Owned,FL,9682,0,0,0,0,0,5733,1433,1381,480,634,21
974,"SUNSET GAS CO, TOWN OF",18740,Municipal Owned,LA,575,481,0,0,0,0,0,0,0,0,94,0
975,SUPERIOR WATER LIGHT & POWER CO,18752,Investor Owned,WI,12378,71,0,0,3,977,2600,1922,2595,1356,2684,170
976,"SWEENY GAS SYSTEM, CITY OF",18764,Municipal Owned,TX,1000,485,0,0,0,0,229,203,25,53,5,0
977,SWEETWATER BOARD OF PUBLIC UTILITES,18768,Municipal Owned,TN,1920,1187,0,0,0,0,0,56,410,215,52,0
978,SWITZERLAND COUNTY NATURAL GAS CO,18780,Investor Owned,IN,827,0,0,0,0,286,86,117,201,108,26,3
979,SYLACAUGA GAS SYSTEM,18784,Municipal Owned,AL,6887,0,0,0,0,30,473,988,2037,1675,1659,25
980,"SYLVANIA GAS SYSTEMS, CITY OF",18792,Municipal Owned,GA,1180,889,0,0,0,0,68,84,103,32,4,0
981,CITY OF SYLVESTER,18796,Municipal Owned,GA,888,869,0,0,0,0,0,0,0,0,15,4
982,"SUPERIOR UTILITIES, CITY OF",18799,Municipal Owned,NE,1161,224,3,4,12,6,37,47,224,319,277,8
983,"SYLVIA MUNICIPAL GAS DEPT, CITY OF",18800,Municipal Owned,KS,173,0,0,0,168,0,0,0,1,4,0,0
984,"TALLAHASSEE, CITY OF",19030,Municipal Owned,FL,34487,15890,0,0,0,0,0,0,11527,1324,4926,820
985,"TALLAPOOSA GAS DEPT, CITY OF",19040,Municipal Owned,GA,1156,624,0,0,0,0,0,311,8,209,3,1
986,"TALLASSEE, CITY OF",19050,Municipal Owned,AL,2157,2132,0,0,0,0,0,0,0,1,24,0
987,"TALOGA, TOWN OF",19060,Municipal Owned,OK,196,0,0,0,0,184,0,0,0,10,2,0
988,"TAMMS MUNICIPAL GAS SYSTEM, VILLAGE OF",19070,Municipal Owned,IL,397,0,0,0,0,0,352,20,2,0,23,0
989,TERREBONNE PARISH CONSOLIDATED GOVERNMENT,19205,Municipal Owned,LA,15609,0,0,0,0,1629,982,2640,3558,3007,3155,638
990,THEBES MUNICIPAL GAS CO,19350,Municipal Owned,IL,131,0,0,0,0,130,0,0,0,1,0,0
991,"THIBODAUX GAS DEPT, CITY OF",19360,Municipal Owned,LA,4224,0,0,0,0,0,0,654,417,2500,578,75
992,"THOMASVILLE WATER & LIGHT DEPT, CITY OF",19380,Municipal Owned,GA,4400,0,0,0,3460,0,0,185,103,215,376,61
993,"THOMSON GAS SYSTEM, CITY OF",19390,Municipal Owned,GA,3431,0,0,0,973,402,390,655,300,432,254,25
994,"THREE RIVERS GAS, CITY OF",19400,Municipal Owned,TX,567,0,0,0,0,0,0,0,0,0,567,0
995,"TIFTON, CITY OF",19450,Municipal Owned,GA,3827,3273,0,0,0,0,0,0,0,275,263,16
996,TIPTON MUNICIPAL UTILITIES,19470,Municipal Owned,IA,1520,0,0,0,0,759,180,180,230,86,73,12
997,"TIPTON COUNTY, FIRST UTIL DIST OF",19471,Municipal Owned,TN,3327,0,0,0,0,645,26,481,1289,501,353,32
998,TISHOMINGO GAS SYSTEM,19475,Municipal Owned,MS,481,0,0,0,0,0,0,0,0,405,70,6
999,TITONKA MUNICIPAL GAS SYSTEM,19476,Municipal Owned,IA,294,0,0,0,0,116,49,31,73,21,3,1
1000,"TOCCOA NATURAL GAS SYSTEM, CITY OF",19490,Municipal Owned,GA,8736,5252,0,0,0,0,0,0,554,1988,901,41
1001,"TOCCOA NATURAL GAS SYSTEM, CITY OF",19490,Municipal Owned,NC,955,0,0,0,0,0,0,0,0,670,268,17
1002,"TOLEDO, VILLAGE OF",19510,Municipal Owned,IL,583,0,0,0,0,496,21,15,27,9,14,1
1003,"TOMBALL GAS DEPT, CITY OF",19520,Municipal Owned,TX,2598,0,0,0,0,0,0,883,270,466,784,195
1004,"TOMPKINSVILLE, CITY OF",19530,Municipal Owned,KY,1255,901,0,0,0,0,0,0,0,0,351,3
1005,TRI - COUNTY NATURAL GAS,19641,Municipal Owned,GA,1603,0,0,0,0,652,10,150,310,409,72,0
1006,"TRINIDAD, CITY OF",19680,Municipal Owned,CO,4486,0,0,0,0,0,3551,155,338,397,32,13
1007,"TRION, CITY OF",19690,Municipal Owned,GA,1946,0,0,0,39,224,83,189,359,391,648,13
1008,"TROY GAS SYSTEM, TOWN OF",19710,Municipal Owned,TN,415,0,0,0,300,40,39,21,13,0,2,0
1009,"TRUSSVILLE, UTILITIES BOARD, CITY OF",19740,Municipal Owned,AL,27023,11267,0,0,0,22,1712,4530,3445,3609,2030,408
1010,"TUSCUMBIA GAS DEPT, CITY OF",19760,Municipal Owned,AL,3271,0,0,0,984,303,554,410,655,284,69,12
1011,TUTTLE PUBLIC WORKS AUTH,19770,Municipal Owned,OK,1473,0,0,0,0,335,319,83,187,378,123,48
1012,"UGI UTILITIES, INC",20010,Investor Owned,MD,569,6,0,0,0,55,8,74,130,242,53,1
1013,"UGI UTILITIES, INC",20010,Investor Owned,PA,0,0,0,0,0,0,0,0,0,0,0,0
1014,"UGI UTILITIES, INC",20010,Investor Owned,PA,604161,2527,4861,2141,6901,32908,69499,100738,138281,121158,114212,10935
1015,"UGI UTILITIES, INC",20010,Investor Owned,PA,66,0,0,0,0,3,7,6,22,17,10,1
1016,"UNADILLA GAS SYSTEM, CITY OF",20020,Municipal Owned,GA,501,0,0,0,0,163,0,160,118,18,42,0
1017,UNICOI COUNTY MUNICIPAL UTILITY AUTH,20030,Municipal Owned,TN,4730,0,0,0,0,1032,204,1114,1503,454,423,0
1018,AMERENUE,20050,Investor Owned,MO,143036,0,0,0,0,3452,7588,29623,46694,35470,18127,2082
1019,DUKE ENERGY KENTUCKY,20110,Investor Owned,KY,100445,589,47,64,392,2344,4003,7462,26040,43804,14780,920
1020,UNION OIL & GAS INC,20120,Privately Owned,WV,6542,0,0,0,290,635,1003,1246,1799,811,704,54
1021,"UNION POINT MUNICIPAL GAS SYSTEM, CITY OF",20140,Municipal Owned,GA,786,0,0,0,0,404,200,0,89,92,1,0
1022,UNION SPRINGS UTILITIES BOARD,20150,Municipal Owned,AL,1037,0,0,0,0,0,0,0,1021,3,8,5
1023,"UNION UTILITY DEPT, CITY OF",20170,Municipal Owned,SC,7559,13,0,0,2103,1739,0,647,1900,643,514,0
1024,"UNIONTOWN GAS DEPT, CITY OF",20180,Municipal Owned,KS,174,0,0,0,0,109,30,8,16,11,0,0
1025,UNIONVILLE MUNICIPAL NATURAL GAS SYSTEM,20190,Municipal Owned,MO,1122,0,0,0,0,625,249,46,11,65,107,19
1026,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),20211,Investor Owned,TN,164386,2336,469,0,1222,4880,8282,29631,53445,28564,31554,4003
1027,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),20211,Investor Owned,VA,23752,0,0,0,0,3868,900,4605,6402,3521,4120,336
1028,"UTICA, TOWN OF",20310,Municipal Owned,MS,327,304,0,0,0,23,0,0,0,0,0,0
1029,"UVALDE GAS DEPT, CITY OF",20320,Municipal Owned,TX,2103,0,0,867,6,7,144,524,115,197,128,115
1030,"VALLEY ENERGY, INC.",21030,Investor Owned,NY,1911,0,0,0,1,147,327,336,313,400,351,36
1031,"VALLEY ENERGY, INC.",21030,Investor Owned,PA,7013,0,0,0,0,574,306,955,2120,1159,1716,183
1032,VANCEBURG UTILITIES GAS DEPT,21120,Municipal Owned,KY,578,0,0,0,277,100,99,73,0,0,29,0
1033,VERMONT GAS SYSTEMS INC,21190,Privately Owned,VT,41391,94,0,0,0,870,1789,5561,10702,11502,10351,522
1034,"VERONA GAS DEPT, VILLAGE OF",21200,Municipal Owned,OH,243,121,0,0,0,0,0,0,106,3,11,2
1035,VICI PUBLIC WORKS AUTH,21210,Municipal Owned,OK,428,0,0,0,0,370,0,39,10,4,5,0
1036,"VICKSBURG, CITY OF",21220,Municipal Owned,MS,5785,0,0,0,0,0,0,2437,1927,1069,346,6
1037,"VIDALIA GAS DEPT, CITY OF",21240,Municipal Owned,LA,1968,0,0,0,1159,388,90,52,25,226,28,0
1038,"VIENNA NATURAL GAS SYSTEM, CITY OF",21250,Municipal Owned,GA,877,0,0,0,0,196,328,301,32,10,10,0
1039,CITY OF VIENNA MUNICIPAL GAS SYSTEM,21260,Municipal Owned,IL,596,0,0,0,365,52,0,40,60,34,43,2
1040,"VILLE PLATTE GAS SYSTEM, TOWN OF",21290,Municipal Owned,LA,1587,1584,0,0,0,0,0,0,0,0,3,0
1041,"VINA GAS SYSTEM, TOWN OF",21300,Municipal Owned,AL,481,0,0,0,0,100,50,75,125,89,41,1
1042,"VIRGINIA DEPT OF PUBLIC UTILITY, CITY OF",21340,Municipal Owned,MN,3158,134,0,0,0,0,106,240,703,1018,805,152
1043,VIRGINIA NATURAL GAS,21349,Investor Owned,VA,338486,219315,0,0,0,0,0,0,0,45358,66854,6959
1044,VIRGINIA NATURAL GAS,21349,Investor Owned,VA,70,0,0,0,0,0,0,0,0,70,0,0
1045,WADLEY GAS SYSTEMS,22014,Municipal Owned,AL,191,191,0,0,0,0,0,0,0,0,0,0
1046,"WAGON MOUND GAS SYSTEM, VILLAGE OF",22021,Municipal Owned,NM,135,0,0,0,0,0,0,0,0,135,0,0
1047,WAKEFIELD MUNICIPAL LIGHT DEPT,22035,Municipal Owned,MA,5136,207,116,134,125,118,327,263,734,1036,1883,193
1048,WAKITA UTILITIES AUTH,22042,Municipal Owned,OK,149,0,0,0,0,0,148,0,0,0,1,0
1049,"WALKER, TOWN OF",22063,Municipal Owned,LA,11268,2219,0,0,0,0,68,69,2456,4161,1947,348
1050,"WALLER, CITY OF",22084,Municipal Owned,TX,558,0,0,0,0,66,0,445,25,10,12,0
1051,WALLY GAS CO INC,22091,Privately Owned,PA,194,0,0,0,0,10,36,48,46,42,11,1
1052,"WALNUT GROVE GAS SYSTEM, CITY OF",22098,Municipal Owned,MS,415,394,0,0,0,0,0,0,1,6,14,0
1053,"WALNUT MUNICIPLE GAS SYSTEM, TOWN OF",22105,Municipal Owned,MS,1275,0,0,0,0,0,0,0,0,0,0,1275
1054,"WALSENBURG, CITY OF",22112,Municipal Owned,CO,1561,0,0,0,0,415,895,21,100,99,30,1
1055,"WALTON, CITY OF",22120,Municipal Owned,KS,135,0,0,0,0,115,0,20,0,0,0,0
1056,WANN PUBLIC WORKS AUTH,22140,Municipal Owned,OK,75,0,0,0,0,0,0,75,0,0,0,0
1057,WARNER ROBINS GAS SYSTEM,22154,Municipal Owned,GA,13010,0,0,0,3927,3000,1955,770,1270,624,1392,72
1058,"WARREN GAS DEPT, CITY OF",22168,Municipal Owned,MN,868,51,0,0,0,362,56,46,191,60,95,7
1059,WASHINGTON GAS LIGHT CO,22182,Privately Owned,DC,125305,1265,3709,1165,9845,12308,30651,19094,15462,14648,16530,628
1060,WASHINGTON GAS LIGHT CO,22182,Privately Owned,MD,449848,995,448,488,28624,58479,44175,50079,87418,95069,77075,6998
1061,WASHINGTON GAS LIGHT CO,22182,Privately Owned,VA,474225,704,255,175,21065,43931,37039,59162,113611,109080,82659,6544
1062,PUGET SOUND ENERGY,22189,Investor Owned,WA,829368,0,0,0,0,89447,67631,111040,240817,206330,107681,6422
1063,WASHINGTON NATURAL GAS SYSTEM,22196,Municipal Owned,LA,834,834,0,0,0,0,0,0,0,0,0,0
1064,WATERLOO MUNICIPAL GAS SYSTEM,22217,Municipal Owned,IL,3734,0,0,0,0,0,285,304,952,1746,420,27
1065,"WATERPROOF, TOWN OF",22224,Municipal Owned,LA,456,5,0,0,0,0,0,451,0,0,0,0
1066,MONROE WATER LIGHT & GAS COMMISSION,22229,Municipal Owned,GA,4449,3632,0,0,0,0,0,0,0,353,340,124
1067,WATERTOWN MUNICIPAL GAS DEPT,22231,Municipal Owned,SD,10514,0,0,0,2273,1242,1996,1083,2031,1063,755,71
1068,WAUKEE MUNICIPAL GAS,22235,Municipal Owned,IA,6730,1230,0,0,0,0,0,0,603,1977,2518,402
1069,WATERVILLE GAS CO,22236,Privately Owned,OH,1,0,0,0,0,0,0,1,0,0,0,0
1070,WATERVILLE GAS & OIL CO,22238,Privately Owned,OH,7034,0,0,0,217,295,289,590,987,2161,2292,203
1071,"WAVELAND WATER & GAS DEPT, CITY OF",22259,Municipal Owned,MS,1242,0,0,0,10,0,0,0,0,1232,0,0
1072,WAVERLY GAS DEPT,22273,Municipal Owned,IL,603,0,0,0,509,19,18,3,13,31,10,0
1073,WAYLAND MUNICIPAL GAS CO,22280,Municipal Owned,IA,500,0,0,0,0,307,68,0,37,37,48,3
1074,"WAYNE CITY GAS UTILITY, VILLAGE OF",22287,Municipal Owned,IL,568,0,0,0,0,443,5,36,23,37,20,4
1075,"WAYNESBORO NATURAL GAS SYSTEM, CITY OF",22308,Municipal Owned,GA,1634,1423,0,0,0,0,0,0,0,148,57,6
1076,"WAYNESBORO GAS DEPT, CITY OF",22315,Municipal Owned,TN,1147,0,0,0,0,0,0,0,0,0,1147,0
1077,WEDOWEE UTILITIES GAS BOARD,22322,Municipal Owned,AL,701,426,0,0,0,0,0,0,152,116,7,0
1078,"WEIR NATURAL GAS SYSTEM, TOWN OF",22343,Municipal Owned,MS,218,218,0,0,0,0,0,0,0,0,0,0
1079,WELCH GAS COOP,22350,Cooperative,WV,696,662,0,0,0,0,0,0,0,0,34,0
1080,WELLMAN MUNICIPAL GAS SYSTEM,22357,Municipal Owned,IA,695,0,0,0,0,0,0,547,76,38,26,8
1081,WEST BATON ROUGE PARISH NATURAL GAS SYSTEM,22364,Municipal Owned,LA,6252,0,0,0,905,925,849,489,397,886,1623,178
1082,"WEST BEND, TOWN OF, GAS",22371,Municipal Owned,IA,412,48,0,0,0,260,40,20,20,21,3,0
1083,WEST JEFFERSON GAS SYSTEM,22406,Municipal Owned,AL,650,650,0,0,0,0,0,0,0,0,0,0
1084,WEST POINT GAS SYSTEM,22427,Municipal Owned,GA,1097,0,0,0,0,0,0,0,0,1031,63,3
1085,WEST TENNESSEE PUBLIC UTIL DIST,22434,Municipal Owned,TN,17675,0,0,0,3000,1050,1190,3891,5504,1356,1433,251
1086,WEST TEXAS GAS INC,22435,Investor Owned,OK,5294,0,2211,234,0,1702,154,143,230,166,409,45
1087,WEST TEXAS GAS INC,22435,Investor Owned,TX,26641,2366,2052,1195,375,3398,1719,3645,2754,1505,6325,1307
1088,WESTERN LEWIS RECTORVILLE GAS & WATER DISTRICT,22468,Municipal Owned,KY,553,553,0,0,0,0,0,0,0,0,0,0
1089,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),22476,Investor Owned,KY,183532,0,0,7489,21366,29622,36310,21110,22289,12099,27689,5558
1090,"WESTLAKE, TOWN OF",22500,Municipal Owned,LA,4927,4392,0,0,0,0,0,0,0,254,281,0
1091,WESTFIELD GAS CORP,22504,Investor Owned,IN,4695,303,0,0,0,34,79,50,471,1351,1985,422
1092,WESTFIELD GAS & ELECTRIC LIGHT DEPT,22511,Municipal Owned,MA,8752,0,70,83,396,225,173,926,1850,2424,2518,87
1093,WESTVILLE GAS COMMISSION,22525,Municipal Owned,IL,1565,0,0,0,287,832,198,123,112,0,13,0
1094,"WETMORE GAS DEPT, CITY OF",22532,Municipal Owned,KS,169,0,0,0,0,169,0,0,0,0,0,0
1095,"WHITE CASTLE, TOWN OF",22546,Municipal Owned,LA,486,0,0,272,101,24,41,16,0,20,12,0
1096,"WHITE HALL GAS DEPT, CITY OF",22567,Municipal Owned,IL,1093,0,0,0,46,100,9,72,654,192,14,6
